                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.5758,                  1.739,                 1.9285,                0.60799,                0.55974,                0.57698,                0.26968,                  1.929,                 1.6833,                 2.3921,              0.0093466,              0.0093466,              0.0093466
                     35,                 1.5643,                 1.7063,                 1.9147,                0.63627,                0.57438,                0.57783,                 0.2644,                 1.9132,                 1.6952,                 2.3824,              0.0093268,              0.0093268,              0.0093268
                     36,                 1.5556,                 1.7054,                 1.9074,                0.57274,                0.57414,                0.55791,                0.25946,                 1.9321,                 1.7436,                 2.4036,               0.009307,               0.009307,               0.009307
                     37,                 1.5573,                   1.68,                  1.909,                0.60164,                0.59191,                0.58886,                0.27429,                 1.8993,                 1.6849,                 2.3573,              0.0092872,              0.0092872,              0.0092872
                     38,                 1.5546,                 1.6778,                 1.9018,                0.59052,                0.59203,                0.57995,                 0.2715,                  1.939,                 1.6564,                 2.3835,              0.0092674,              0.0092674,              0.0092674
                     39,                 1.5513,                 1.6705,                 1.8979,                0.61738,                0.58608,                0.59246,                0.27419,                 1.9185,                 1.6663,                 2.3474,              0.0092476,              0.0092476,              0.0092476
                     40,                 1.5333,                  1.647,                  1.878,                0.62314,                0.59347,                0.60014,                 0.2759,                 1.9282,                 1.6523,                 2.3676,              0.0092278,              0.0092278,              0.0092278
                     41,                  1.536,                 1.6573,                 1.8878,                 0.5806,                0.61658,                 0.5797,                0.27503,                 1.9053,                 1.6658,                 2.3628,               0.009208,               0.009208,               0.009208
                     42,                 1.5263,                 1.6514,                 1.8693,                0.60657,                0.58968,                0.58438,                0.27431,                 1.9206,                 1.6539,                 2.3668,              0.0091882,              0.0091882,              0.0091882
                     43,                  1.528,                 1.6332,                 1.8698,                0.60207,                0.59451,                0.59201,                0.27908,                 1.9233,                 1.6219,                 2.3613,              0.0091684,              0.0091684,              0.0091684
                     44,                  1.527,                 1.6207,                 1.8684,                0.59554,                 0.6076,                0.59267,                0.27619,                 1.9382,                   1.62,                 2.3757,              0.0091486,              0.0091486,              0.0091486
                     45,                  1.521,                 1.6215,                  1.866,                0.59163,                0.60847,                0.58595,                 0.2816,                 1.9255,                 1.6355,                 2.3706,              0.0091288,              0.0091288,              0.0091288
                     46,                 1.5169,                 1.6191,                 1.8607,                0.60193,                0.61306,                0.59313,                0.28599,                 1.9024,                 1.6225,                 2.3666,               0.009109,               0.009109,               0.009109
                     47,                 1.5059,                 1.6034,                 1.8523,                0.61449,                0.62225,                0.60392,                0.29076,                 1.9191,                 1.6115,                 2.3579,              0.0090892,              0.0090892,              0.0090892
                     48,                 1.5082,                 1.6017,                 1.8531,                0.61547,                0.61077,                0.59541,                0.28326,                 1.9089,                 1.6243,                 2.3488,              0.0090694,              0.0090694,              0.0090694
                     49,                 1.4999,                 1.5821,                 1.8466,                0.60029,                0.59933,                0.58845,                0.27902,                 1.9131,                 1.6331,                 2.3509,              0.0090496,              0.0090496,              0.0090496
                     50,                 1.5057,                 1.5842,                  1.844,                0.60999,                0.61275,                0.59502,                 0.2861,                 1.9248,                 1.5823,                 2.3555,              0.0090298,              0.0090298,              0.0090298
                     51,                 1.4929,                 1.5706,                 1.8378,                0.60317,                0.61664,                0.60343,                0.28603,                  1.929,                 1.5943,                 2.3478,                0.00901,                0.00901,                0.00901
                     52,                 1.4855,                 1.5631,                 1.8305,                0.62087,                0.61348,                0.60458,                0.28653,                 1.9212,                  1.608,                 2.3478,              0.0089902,              0.0089902,              0.0089902
                     53,                 1.4873,                 1.5673,                 1.8314,                0.61759,                0.60912,                0.60059,                 0.2846,                 1.9382,                 1.6008,                 2.3626,              0.0089704,              0.0089704,              0.0089704
                     54,                 1.4927,                 1.5527,                 1.8336,                0.60627,                 0.6268,                0.60914,                0.28778,                 1.9296,                 1.5716,                 2.3554,              0.0089506,              0.0089506,              0.0089506
                     55,                 1.4699,                  1.533,                 1.8127,                0.60767,                0.60826,                0.59386,                0.28371,                 1.9194,                 1.5766,                 2.3446,              0.0089308,              0.0089308,              0.0089308
                     56,                 1.4625,                 1.5351,                 1.8058,                 0.6359,                0.59983,                0.60137,                0.28531,                 1.9211,                 1.5699,                 2.3446,               0.008911,               0.008911,               0.008911
                     57,                 1.4647,                 1.5349,                 1.8134,                0.61145,                0.63103,                0.59453,                0.28534,                 1.9151,                 1.5843,                 2.3579,              0.0088912,              0.0088912,              0.0088912
                     58,                 1.4671,                 1.5209,                 1.8119,                0.62142,                0.62289,                0.60206,                0.28672,                 1.9205,                 1.5787,                 2.3647,              0.0088714,              0.0088714,              0.0088714
                     59,                 1.4645,                 1.5141,                 1.8063,                 0.6151,                0.61401,                0.59437,                0.28708,                 1.9278,                 1.5624,                 2.3598,              0.0088516,              0.0088516,              0.0088516
                     60,                 1.4631,                 1.5141,                 1.8091,                0.62704,                0.59734,                0.59711,                0.28647,                 1.9226,                  1.558,                 2.3518,              0.0088318,              0.0088318,              0.0088318
                     61,                 1.4579,                  1.495,                 1.8048,                0.61044,                0.61346,                0.59582,                0.28714,                 1.9258,                 1.5535,                 2.3488,               0.008812,               0.008812,               0.008812
                     62,                 1.4652,                 1.5037,                 1.8011,                0.63054,                0.60842,                0.59993,                0.28944,                 1.9278,                 1.5475,                 2.3494,              0.0087922,              0.0087922,              0.0087922
                     63,                 1.4487,                 1.4968,                 1.7995,                0.63115,                0.61506,                0.59931,                0.28609,                 1.9401,                 1.5574,                 2.3569,              0.0087724,              0.0087724,              0.0087724
                     64,                 1.4433,                 1.4854,                 1.7816,                0.61094,                0.62127,                0.59477,                0.28295,                 1.9426,                 1.5676,                 2.3707,              0.0087526,              0.0087526,              0.0087526
                     65,                 1.4395,                 1.4835,                 1.7821,                 0.6118,                0.62077,                0.59115,                0.28102,                 1.9444,                 1.5556,                 2.3711,              0.0087328,              0.0087328,              0.0087328
                     66,                 1.4453,                 1.4784,                 1.7867,                0.61251,                0.62751,                0.59635,                0.28487,                 1.9393,                 1.5479,                 2.3652,               0.008713,               0.008713,               0.008713
                     67,                 1.4349,                 1.4658,                 1.7699,                0.60834,                0.63316,                0.59587,                0.28603,                 1.9466,                 1.5451,                  2.363,              0.0086932,              0.0086932,              0.0086932
                     68,                 1.4273,                 1.4667,                 1.7729,                0.61141,                0.62602,                0.59104,                0.28474,                 1.9481,                 1.5676,                 2.3708,              0.0086734,              0.0086734,              0.0086734
                     69,                 1.4317,                 1.4609,                 1.7686,                0.61768,                0.61462,                0.58967,                0.28406,                 1.9409,                  1.556,                 2.3662,              0.0086536,              0.0086536,              0.0086536
                     70,                 1.4166,                 1.4482,                 1.7639,                0.62164,                0.62648,                0.59132,                0.28555,                 1.9423,                 1.5499,                  2.367,              0.0086338,              0.0086338,              0.0086338
                     71,                 1.4202,                 1.4511,                 1.7598,                0.61552,                0.61956,                 0.5924,                0.28471,                 1.9441,                 1.5645,                 2.3721,               0.008614,               0.008614,               0.008614
                     72,                 1.4183,                 1.4357,                 1.7577,                0.63215,                0.61659,                 0.5971,                0.28717,                 1.9491,                 1.5516,                 2.3712,              0.0085942,              0.0085942,              0.0085942
                     73,                 1.4236,                 1.4429,                 1.7575,                0.60762,                0.62894,                0.59506,                0.28673,                 1.9538,                 1.5417,                 2.3787,              0.0085744,              0.0085744,              0.0085744
                     74,                 1.4206,                 1.4247,                 1.7562,                0.61753,                0.62587,                0.59492,                0.28633,                 1.9627,                 1.5438,                 2.3889,              0.0085546,              0.0085546,              0.0085546
                     75,                 1.4087,                 1.4229,                 1.7521,                0.60863,                0.62314,                0.59369,                0.28323,                  1.968,                 1.5446,                 2.3963,              0.0085348,              0.0085348,              0.0085348
                     76,                 1.4127,                  1.421,                 1.7467,                0.61385,                0.61963,                0.59264,                 0.2839,                 1.9665,                 1.5412,                 2.3953,               0.008515,               0.008515,               0.008515
                     77,                 1.4111,                 1.4238,                  1.749,                0.61215,                0.61614,                0.59254,                 0.2841,                 1.9695,                  1.542,                 2.3952,              0.0084952,              0.0084952,              0.0084952
                     78,                 1.4024,                 1.4063,                 1.7348,                0.60849,                0.61253,                0.58632,                0.28165,                 1.9656,                 1.5404,                 2.3933,              0.0084754,              0.0084754,              0.0084754
                     79,                 1.4127,                 1.4196,                  1.746,                 0.5973,                0.62076,                0.58599,                0.28126,                 1.9685,                 1.5376,                 2.4012,              0.0084556,              0.0084556,              0.0084556
                     80,                 1.4011,                 1.4101,                 1.7356,                0.58196,                0.63114,                0.58197,                0.28076,                 1.9738,                 1.5309,                 2.4061,              0.0084358,              0.0084358,              0.0084358
                     81,                 1.3858,                 1.3965,                 1.7287,                0.58246,                0.64561,                0.58652,                0.28109,                 1.9766,                 1.5328,                 2.4137,               0.008416,               0.008416,               0.008416
                     82,                 1.3915,                 1.3963,                 1.7262,                0.58673,                 0.6419,                0.58421,                0.28024,                 1.9789,                 1.5262,                 2.4124,              0.0083962,              0.0083962,              0.0083962
                     83,                 1.3948,                 1.3922,                 1.7361,                0.59408,                0.63686,                0.58168,                 0.2802,                 1.9891,                 1.5286,                 2.4239,              0.0083764,              0.0083764,              0.0083764
                     84,                 1.3819,                 1.3785,                 1.7244,                0.58057,                 0.6485,                0.58246,                0.27899,                 1.9903,                 1.5271,                 2.4298,              0.0083566,              0.0083566,              0.0083566
                     85,                 1.3786,                 1.3784,                 1.7193,                0.58412,                0.64402,                0.58325,                0.28095,                 1.9879,                 1.5246,                 2.4266,              0.0083368,              0.0083368,              0.0083368
                     86,                 1.3894,                  1.381,                 1.7266,                0.58027,                 0.6406,                0.58114,                0.28134,                 1.9856,                 1.5222,                 2.4232,               0.008317,               0.008317,               0.008317
                     87,                 1.3827,                 1.3913,                 1.7235,                0.58191,                0.65082,                0.58332,                0.28319,                 1.9863,                 1.5231,                 2.4207,              0.0082972,              0.0082972,              0.0082972
                     88,                 1.3684,                 1.3667,                 1.7096,                0.57528,                0.65155,                0.58571,                0.28269,                 1.9882,                 1.5208,                 2.4206,              0.0082774,              0.0082774,              0.0082774
                     89,                 1.3767,                 1.3762,                 1.7143,                0.58081,                0.64797,                0.58461,                 0.2828,                 1.9891,                 1.5149,                 2.4225,              0.0082576,              0.0082576,              0.0082576
                     90,                 1.3742,                 1.3682,                 1.7103,                0.57965,                0.64849,                0.58802,                0.28263,                 1.9901,                 1.5139,                  2.424,              0.0082378,              0.0082378,              0.0082378
                     91,                 1.3711,                 1.3603,                 1.7109,                0.58549,                0.64491,                0.58712,                0.28253,                 1.9923,                 1.5134,                  2.426,               0.008218,               0.008218,               0.008218
                     92,                 1.3594,                 1.3421,                 1.6979,                 0.5846,                0.64075,                0.58513,                0.28225,                 1.9926,                 1.5183,                 2.4285,              0.0081982,              0.0081982,              0.0081982
                     93,                 1.3598,                 1.3419,                  1.695,                0.58465,                0.64073,                0.58679,                0.28244,                 1.9998,                 1.5133,                  2.438,              0.0081784,              0.0081784,              0.0081784
                     94,                  1.357,                 1.3526,                 1.6937,                0.58581,                 0.6422,                0.58591,                0.28255,                 2.0011,                 1.5089,                 2.4412,              0.0081586,              0.0081586,              0.0081586
                     95,                 1.3629,                 1.3336,                 1.7006,                0.57981,                0.64442,                0.58406,                0.28181,                 2.0017,                 1.5049,                 2.4444,              0.0081388,              0.0081388,              0.0081388
                     96,                 1.3547,                 1.3376,                 1.6927,                0.57966,                0.64559,                0.58416,                0.28066,                 2.0037,                 1.4997,                  2.447,               0.008119,               0.008119,               0.008119
                     97,                 1.3525,                 1.3421,                 1.6901,                0.57727,                0.64471,                0.58331,                0.28035,                 2.0026,                 1.5006,                 2.4469,              0.0080992,              0.0080992,              0.0080992
                     98,                 1.3437,                 1.3323,                 1.6822,                0.58663,                0.64061,                 0.5843,                0.28013,                 2.0042,                 1.5023,                 2.4499,              0.0080794,              0.0080794,              0.0080794
                     99,                 1.3478,                 1.3271,                 1.6862,                0.58142,                0.64134,                0.58421,                0.27947,                 2.0071,                 1.5034,                  2.455,              0.0080596,              0.0080596,              0.0080596
                    100,                 1.3407,                 1.3327,                 1.6831,                0.58371,                0.64174,                0.58409,                0.27888,                 2.0074,                  1.504,                 2.4565,              0.0080398,              0.0080398,              0.0080398
