                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.5851,                 1.7593,                 1.9334,                0.61666,                0.58218,                0.58189,                0.26659,                 1.8761,                 1.6494,                 2.3313,              0.0093664,              0.0093664,              0.0093664
                     35,                 1.5949,                 1.7635,                 1.9389,                0.61227,                0.57352,                 0.5915,                0.27584,                 1.8576,                  1.663,                 2.3092,              0.0093466,              0.0093466,              0.0093466
                     36,                 1.5804,                 1.7476,                 1.9293,                 0.5934,                0.60249,                0.58703,                0.27327,                 1.8716,                 1.6653,                 2.3135,              0.0093268,              0.0093268,              0.0093268
                     37,                 1.5796,                  1.732,                  1.931,                0.61508,                0.59865,                0.58734,                0.27461,                 1.8672,                 1.6412,                 2.3013,               0.009307,               0.009307,               0.009307
                     38,                 1.5741,                 1.7376,                 1.9228,                0.61433,                0.61189,                0.59481,                0.27663,                 1.8804,                 1.6199,                 2.3123,              0.0092872,              0.0092872,              0.0092872
                     39,                 1.5725,                 1.7112,                 1.9151,                0.60035,                0.60749,                0.59446,                0.28479,                 1.8584,                 1.6066,                 2.2952,              0.0092674,              0.0092674,              0.0092674
                     40,                 1.5651,                   1.72,                 1.9125,                0.61893,                 0.6086,                 0.6009,                0.28161,                 1.8807,                 1.6173,                 2.3115,              0.0092476,              0.0092476,              0.0092476
                     41,                 1.5611,                 1.6975,                 1.9098,                0.61259,                0.60627,                0.59652,                0.28076,                 1.8623,                 1.6056,                 2.3027,              0.0092278,              0.0092278,              0.0092278
                     42,                 1.5513,                 1.6701,                 1.8993,                0.61844,                0.60585,                0.60207,                0.28594,                 1.8684,                 1.5747,                 2.2846,               0.009208,               0.009208,               0.009208
                     43,                 1.5429,                 1.6754,                 1.8899,                0.63172,                 0.6206,                0.61348,                0.28532,                 1.8741,                 1.5828,                 2.2981,              0.0091882,              0.0091882,              0.0091882
                     44,                 1.5513,                 1.6841,                 1.9027,                0.62641,                0.60187,                0.60329,                0.28647,                 1.8717,                 1.5878,                 2.3083,              0.0091684,              0.0091684,              0.0091684
                     45,                 1.5449,                 1.6792,                  1.894,                0.63517,                0.61259,                0.60227,                0.28193,                 1.8619,                 1.5974,                 2.3093,              0.0091486,              0.0091486,              0.0091486
                     46,                 1.5429,                 1.6649,                 1.8924,                0.59823,                0.61858,                0.60132,                0.28349,                 1.8715,                 1.5854,                 2.3204,              0.0091288,              0.0091288,              0.0091288
                     47,                 1.5316,                 1.6292,                 1.8815,                0.61225,                0.61818,                0.60397,                 0.2851,                 1.8816,                 1.5551,                 2.3168,               0.009109,               0.009109,               0.009109
                     48,                 1.5262,                 1.6386,                  1.874,                0.61707,                0.62529,                0.60648,                 0.2825,                  1.896,                 1.5569,                 2.3305,              0.0090892,              0.0090892,              0.0090892
                     49,                 1.5273,                 1.6333,                 1.8803,                0.60669,                0.61207,                0.59306,                0.28387,                 1.8839,                   1.57,                  2.321,              0.0090694,              0.0090694,              0.0090694
                     50,                 1.5263,                 1.6227,                 1.8755,                0.62924,                0.60394,                0.59578,                0.28327,                 1.8791,                 1.5713,                 2.3106,              0.0090496,              0.0090496,              0.0090496
                     51,                 1.5151,                 1.6106,                 1.8606,                0.63706,                0.59948,                0.60296,                0.28774,                 1.8769,                 1.5531,                 2.3207,              0.0090298,              0.0090298,              0.0090298
                     52,                 1.5209,                 1.6102,                   1.87,                0.60586,                0.60505,                0.59689,                0.28223,                 1.8793,                 1.5606,                 2.3235,                0.00901,                0.00901,                0.00901
                     53,                 1.5103,                 1.6055,                 1.8598,                0.59921,                0.62773,                0.59834,                0.28828,                 1.8663,                 1.5712,                 2.3093,              0.0089902,              0.0089902,              0.0089902
